"col_1","col_2","col_3","col_4","col_5","col_6","col_7","col_8","col_9","col_10","col_11","col_12","col_13","col_14","col_15","col_16","col_17","col_18","col_19","col_20","col_21","col_22","col_23","col_24","col_25","col_26","col_27","col_28","col_29","col_30","col_31","col_32","col_33","col_34","col_35","col_36","col_37","col_38","col_39","col_40","col_41","col_42","col_43","col_44","col_45","col_46","col_47","col_48","col_49","col_50","col_51","col_52","col_53","col_54","col_55","col_56","col_57","col_58","col_59","col_60","col_61","col_62","col_63","col_64","col_65","col_66","col_67","col_68","col_69","col_70","col_71","col_72","col_73","col_74","col_75","col_76","col_77","col_78","col_79","col_80","col_81","col_82","col_83","col_84","col_85","col_86","col_87","col_88","col_89","col_90","col_91","col_92","col_93","col_94","col_95","col_96","col_97","col_98","col_99","col_100","col_101","col_102","col_103","col_104","col_105","col_106","col_107","col_108","col_109","col_110","col_111","col_112","col_113","col_114","col_115","col_116","col_117","col_118","col_119","col_120","col_121","col_122","col_123","col_124","col_125","col_126","col_127","col_128","col_129","col_130","col_131","col_132","col_133","col_134","col_135","col_136","col_137","col_138","col_139","col_140","col_141","col_142","col_143","col_144","col_145","col_146","col_147","col_148","col_149","col_150","col_151","col_152","col_153","col_154","col_155","col_156","col_157","col_158","col_159","col_160","col_161","col_162","col_163","col_164","col_165","col_166","col_167","col_168","col_169","col_170","col_171","col_172","col_173","col_174","col_175","col_176","col_177","col_178","col_179","col_180","col_181","col_182","col_183","col_184","col_185","col_186","col_187","col_188","col_189","col_190","col_191","col_192","col_193","col_194","col_195","col_196","col_197","col_198","col_199","col_200"
44.3952435344779,44.2465303739161,55.3846579911283,55.7656861206214,46.0931502136102,34.839323768489,NA,45.1509306980968,42.3051507710972,49.1414093555089,37.2249940904411,NA,48.5538892986448,NA,NA,NA,73.7708034279436,NA,29.3362846163868,69.5390196691451,56.2776506153279,56.9658679376127,43.5207403527969,60.768024477413,NA,NA,56.3472863406044,NA,53.050731793466,44.0217036517288,NA,42.3789521212035,50.9779160179052,53.2684915303866,NA,53.6333004811215,48.2934924434195,32.2652900266206,NA,55.8124506021074,38.5305045141561,45.2746218720844,48.8719001246223,NA,37.9441551527491,64.2138054704986,66.8109469214617,37.8092974319488,47.2308225945088,43.2906759664658,46.676577541257,48.4892666029759,70.4711786713686,NA,44.6302306915331,53.5552726764787,NA,36.8119698963467,52.104733312044,43.1729339423644,43.3325035452101,41.0371106961228,NA,46.7515834200033,NA,NA,NA,65.4199133890217,NA,54.8586452722185,NA,38.8300350970184,NA,55.5516711810673,46.9806429298505,39.089572831516,50.8287937021986,48.667903887309,NA,39.152184400995,55.4114662581934,35.7209652954005,NA,28.7161456878292,59.0676855261146,34.8395309764574,NA,NA,46.5536439335954,NA,47.7533750586725,56.8420192142406,NA,59.4876390259659,NA,NA,64.92168310213,NA,NA,NA,"D","B","C",NA,NA,"B","D",NA,"D","D","A","A",NA,"C",NA,"C","D",NA,"B",NA,"A","C",NA,"B","A","B","B","B","A","C","D","D",NA,"B","B",NA,"A","D","D","B","D","B",NA,NA,"C","A","B","D","B","C",NA,"A",NA,"D","C","C","A","C","B","A","A","B","C","C","A","D",NA,NA,NA,"D",NA,NA,"B",NA,"A","A","B","B",NA,"C","C",NA,"D","C",NA,NA,"B","C","C","C",NA,"D","B",NA,"D",NA,"D",NA,NA,"D"
47.6982251051672,NA,58.9248586650451,61.3589058889151,39.0721279089849,57.9038534388823,60.9747131611723,57.7198227429415,49.1791309622428,NA,NA,NA,32.0186744362507,42.5930947780985,38.6597875524495,40.2383642900283,50.952575631578,NA,39.957055112815,NA,NA,62.2987971740333,63.5066841000033,51.4328459729001,NA,46.8263971583737,27.6349173419701,NA,39.694150111833,40.5978411617436,NA,NA,NA,NA,42.5234453553156,54.3119108814911,NA,49.2536156317748,62.6913247887395,45.5840062871064,NA,NA,37.2332878880596,52.5221348444686,47.0933877543462,40.0086953683896,50.1532300913252,62.330551671665,NA,58.9272589998532,68.2547788748383,54.5819434410077,46.8869024841336,57.3722862617647,64.8289091338084,NA,50.2493432517467,44.015505179456,NA,60.6610268437664,42.3771671704547,NA,NA,49.2728041196471,NA,NA,NA,NA,NA,NA,65.8405348364626,27.3514737866748,NA,45.1689700820088,70.6434672811111,NA,46.2764757620137,47.1537362974937,NA,54.3067486370068,46.65569713946,48.2582411661405,NA,36.0095379133722,51.9610518884614,NA,51.8803714670241,33.4224923228499,52.2095423335954,71.5456694269295,38.1661147839702,55.666502028087,NA,47.6251027083495,63.0079265062077,NA,NA,64.6431007995745,NA,43.5461155511866,"A",NA,NA,"A","D","C",NA,"A","B","C","B","A","B",NA,NA,NA,NA,NA,"B",NA,"C","B",NA,NA,NA,NA,"B","A",NA,"C","A",NA,"A","A","D","C","B","C",NA,"B","A","B","B","A","D","D","B","C","D","D","A","A","D","B",NA,"C","B","A","D","A","C","A","B","C","C","D",NA,NA,"A","D",NA,"C",NA,"C","A","C",NA,"C","C",NA,"D",NA,"C","D","B","C","B","D","B","D","A","B","A",NA,"A",NA,NA,"B",NA,"C"
65.5870831414912,33.8211729171084,NA,56.9414178644642,62.1001051044026,47.8926581930822,NA,54.0044460992892,57.8713361432271,56.6325198387598,45.8541826237572,56.1072733838952,NA,44.7665831731597,52.5372630968396,53.3954365990491,37.7174014092193,57.4119471951976,55.6456069091734,45.9681786429755,54.4352271440111,61.8858472242862,55.9340890781761,NA,59.4142415936659,42.9734835956583,56.7712911702719,44.4517920225086,32.7098717913201,56.624122527695,NA,56.0903452483142,44.561114833899,57.0960892253238,49.8052814214397,38.600984056191,NA,NA,58.8735625318969,NA,59.161912124584,52.3758303470624,43.5139940098085,NA,35.9835445662155,54.5774639498856,59.7711879383197,44.9235476716811,42.8892663479546,54.7679944315305,50.2497530737651,65.272932596317,35.7861487838468,65.7493128740046,57.6579278302885,51.4765611691715,48.7663628092464,58.4209523157474,54.4790605785448,52.1792690991231,50.6683503336922,NA,65.530050860209,43.7090074013049,42.2939559553924,58.4223525705678,NA,NA,61.5472201445637,56.7362771162092,60.643583029834,37.7986311499587,NA,66.9750723585114,NA,46.1288053752989,49.9569364189625,NA,53.2372869942102,NA,42.8515987548141,48.8150042578585,NA,58.4231792139065,42.8710199093249,NA,60.8410173373786,66.3215881326579,27.2015073004483,57.9041598543588,61.8819185089728,81.483695559936,NA,57.1527030154273,40.4568387772137,NA,53.9898884413264,45.6195907773365,57.0481924171728,NA,"D","C","C","D","A","B","C","C","B",NA,NA,NA,"B",NA,"D","A",NA,"B","D","A","B","C",NA,NA,NA,NA,"B","A","B","B",NA,NA,NA,"C","A","D","D","B","D",NA,"C","C","D","C","C","B","A","A",NA,"B",NA,NA,NA,"B","A","C","A","C",NA,"A",NA,"B","B","B","C","C",NA,NA,"B","A",NA,NA,"C","A",NA,"A","A","D","B",NA,NA,NA,"C",NA,"C","C","A","A","A","A",NA,"D","A","C","D","D","A",NA,"A","B"
50.7050839142458,49.4443803447546,38.036482534347,52.8657116737034,57.4090001127427,43.4325707463892,49.0702446880175,NA,39.414094640516,56.6168573136814,NA,NA,NA,NA,NA,NA,NA,52.268520035673,NA,NA,34.3625929243211,NA,NA,NA,46.8526590992782,36.3241219840402,55.1981427057805,NA,NA,53.466128975504,NA,26.1673085508346,41.4145069805598,NA,53.8762840391646,51.4044076671369,56.5576257195121,45.2309889174224,50.7241544592966,56.8329137124092,53.3513101710475,42.0165168561929,47.3669243702037,39.3443409983379,50.956825885079,NA,43.2859644174578,50.6648265737583,40.98660190429,46.8813256269674,NA,NA,53.7046909020848,55.6345873699457,61.8334764906562,41.978334989314,69.4140225980242,47.6011682624023,49.4265577261007,56.9780022152056,51.4087299774051,NA,43.0512956002281,36.4665449374027,59.2109722157486,53.5074335549503,46.8805163006037,NA,NA,43.862798427362,36.5784757744741,68.4889391089167,NA,42.4697835386226,43.7633319513747,49.9707242229141,46.5386873771962,62.177148424057,61.0536163133006,46.5544974959173,NA,NA,NA,NA,34.3232626623747,NA,59.8703304247637,67.2387456056887,47.0755406616641,55.1730626090712,NA,34.4565831799505,54.7438785990201,68.2472140566931,31.6381327176116,NA,44.6175296798407,NA,49.504971752874,NA,"B","A","A",NA,"B","D","C","C","C","A","D",NA,"A","C",NA,"B","B","A","D",NA,NA,"D","A",NA,"D","B","B","C","A","A","B","B","B",NA,"B","D","C","D","D","B","A",NA,"B","C",NA,"C",NA,"C","B","B",NA,"C",NA,NA,"C","B","B","B",NA,"D","B",NA,"D","D","A","C",NA,"C","D","D","B",NA,"C","A",NA,NA,"D","A","B","D","C","D","B",NA,NA,"B","B",NA,"D","C",NA,"D","A","D","A",NA,"C","A","C",NA
51.2928773516095,55.1940720394346,54.6273785324767,30.019326867327,67.2426223915645,35.8797420734169,34.904167951349,NA,66.5517581574201,40.5391544790628,NA,72.7908228193014,44.2338107578856,56.6828261893351,NA,23.7067455844864,51.816233310046,47.9985298728424,57.889533338031,46.8102900067884,50.1390365830339,NA,54.0217101248522,50.089372462318,NA,NA,49.2234495860005,54.1570968972446,40.6006437105533,54.6968244252456,NA,53.0253426832875,NA,NA,NA,46.7949006743597,37.6873390663071,38.1796182864729,NA,51.9494027331724,55.7467532847443,NA,NA,NA,57.9831659849639,41.8822670479748,NA,59.6637533291194,57.0117694383256,NA,NA,65.3436461820853,59.1244231061181,59.8625223532518,48.3795087652048,NA,62.7219462839002,71.168400606834,41.3056538884965,NA,47.9362982430142,NA,NA,NA,NA,NA,NA,49.50381492826,NA,NA,NA,65.2197810199733,46.319034265015,50.9636445720544,54.9810647189845,54.1820130947372,46.3630063319672,NA,NA,NA,31.4182384410303,54.2511560950683,43.1425797963217,44.0175752389619,67.8399806944647,NA,53.587731421316,NA,NA,NA,40.3142194017555,65.7854212887257,NA,65.5278145266229,55.4861259936036,NA,41.7200097456292,46.3697650616278,NA,NA,"D","B","D","B","C","C","D",NA,"C","D","A",NA,"D","A","A","D","B",NA,"D",NA,NA,"C","B","C","A",NA,"C","B","D",NA,NA,NA,NA,"C","C","C","D","B",NA,"B","A","C","A","B","B","A","B","A",NA,"C","C","A",NA,"C","B","D","A","B",NA,"D",NA,"C","A","A","D","A",NA,"B","A","C",NA,NA,"B",NA,"B","D",NA,"D",NA,"B",NA,"C","B",NA,NA,"A","B","C","A","C","A","A","D",NA,NA,NA,"A",NA,"C","B"
67.1506498688328,53.0115336216671,59.7170357632625,61.49778239249,50.651539325793,47.0023750335373,47.3610805169941,65.3020142541477,56.7576241547425,64.7843295735992,NA,45.2819343017429,31.4830827044851,28.5510297572434,NA,64.6981228187286,60.591296455613,NA,38.6952734737235,NA,NA,49.279432759281,37.6230715943052,49.8379313207163,NA,NA,58.2503876265375,NA,49.7802835978066,59.6438110836906,46.6059229552084,44.682596422521,40.5735684839247,NA,NA,51.9953418396389,56.0656951403917,NA,NA,34.3530315902019,52.0361966188663,NA,57.9131901904648,56.0031964641198,41.1755387410253,53.4936160218979,56.6015257636003,41.7438099981925,72.989924024635,45.1379926805828,38.6084560821463,54.6231644110977,57.3031057382932,48.6941227122617,45.9862688700758,39.8977176667238,50.7537690103818,48.2844293550207,49.1108984778135,44.9286510315946,44.7347128461097,31.9038430119538,55.2672424693595,37.1567707709563,72.5569027549587,60.6352391264177,53.6945398446832,NA,NA,62.1228101334184,NA,42.7484236622645,65.7093734002844,46.8717333888293,55.5052778020469,58.7059768950501,49.3676626570912,31.9937553858962,NA,57.6123489893045,47.9622875772397,68.6572586049748,49.9193366729409,40.4416766002879,41.5330948199065,NA,43.2519235499707,37.3323211957077,36.446551765346,NA,51.1728518844225,59.932466165266,NA,NA,48.6401931341696,47.9781010043344,43.8349096305298,NA,NA,NA,"C","D",NA,"D","B",NA,"A","D","D",NA,"B","C",NA,"A","B","D",NA,NA,"A","B","B","C",NA,"B",NA,NA,"D","D","D",NA,NA,"B","A","C",NA,NA,"C","D","C","B","C","D",NA,NA,"B","C","B","C","C","B",NA,"A","B",NA,"C","D","C","C",NA,"B",NA,NA,"A","B","D","A","A","A","D","A",NA,"B","C","A","C","B","D",NA,"D",NA,"A","B",NA,"A",NA,"A","B","B","B","D",NA,"A","D",NA,NA,NA,NA,"A",NA,"B"
54.609162059892,51.0567619414894,35.2784103553533,64.3586054759254,61.2500274582817,41.5093886498329,55.9865754118509,52.565742818441,39.2579339046965,57.7582296938291,NA,NA,NA,NA,39.2132113732765,72.7347291299472,NA,57.939183670515,55.7338130661703,49.1063620002761,NA,NA,59.4723067569171,NA,55.4595208643052,43.6479395112681,61.205690307062,62.5274819689651,50.2471680738035,NA,46.6440140797176,43.2897279563345,NA,NA,67.3154802913209,49.8407082183202,NA,62.9472152121865,49.0678872172568,49.2933270539674,NA,NA,NA,28.5624209972199,50.5198905872246,42.8114361207501,52.8967928584642,56.2531180899179,NA,NA,52.8575604254589,48.1198016445433,NA,31.5427776543014,63.1851739144254,39.9149724353187,NA,NA,62.1696744889734,52.6738520068663,NA,57.9951513394824,49.6677338140842,45.0207340430741,NA,51.6687327500054,NA,NA,56.8330015206125,NA,74.1855484467726,NA,46.5744567496291,62.2666849057492,65.8952360258334,53.1386942090982,49.4544504829103,50.3264230025211,NA,60.3066966126577,44.7807750227886,54.1724539918434,36.6832528683161,NA,24.8304940138675,47.5474459551705,48.2694296211103,53.0927220678286,53.1130953202973,49.2569941154559,NA,NA,46.248188015924,49.5482727434435,NA,46.6444471111728,NA,40.5251659927451,57.156487738872,49.4827765924138,"C","D","C",NA,"B","C",NA,"C","A",NA,"B",NA,NA,"B","B","C","A","B","D",NA,"C","A","A","B",NA,NA,"B","D","C","C",NA,"C","D",NA,"C",NA,NA,"C","D",NA,"D","D",NA,"C","A","C","D","D","A","C","D","A",NA,"A",NA,"D","A",NA,"C","B","B","A","D","A","C","B","A","D","C","D",NA,"B","C",NA,"C","A","D","C",NA,"C","D",NA,"A",NA,NA,"D","C",NA,"D","D",NA,"A","D","B",NA,NA,"B","C","A","B"
37.3493876539347,NA,55.2896494089947,45.2055992523906,NA,46.0296947967216,83.0432984433945,58.7548983495413,54.5457780905774,52.3106825162074,NA,NA,NA,NA,51.0718881656708,45.4496645976117,NA,48.5948604175164,NA,51.3280915416096,45.8693079216297,56.1874096036165,44.6025385497242,35.6753412371025,63.3055351156987,55.9470268812058,48.7783640081305,57.6985274178152,NA,51.0609720413863,NA,31.8676129866533,31.7450460010016,33.5376676495404,42.7143737679782,45.9233490562895,53.9481502013104,59.7044309501642,NA,49.8421627588698,46.5647407244458,33.7078169277236,NA,62.9544315368299,34.5901770619717,64.9604218421803,NA,44.4931560519421,NA,NA,45.6217193685556,49.9004761521833,55.9689148403304,51.4351606299501,46.9669157515934,NA,50.817148837835,63.1200073436743,NA,24.7307974822958,NA,36.6412858679169,NA,54.2255025625999,NA,NA,NA,NA,58.1892425434529,NA,38.0159401671453,48.6291411372924,65.5008979733247,59.180714322954,53.2393647366322,38.6853871357575,56.5323872170495,64.3410888088952,NA,55.6109684806657,50.2198959023546,53.2520724465098,54.1107699911763,55.9350886576457,NA,46.0145924286591,34.5940255822562,57.3360348985882,59.2799194684515,65.0457482083653,51.7034118969898,NA,52.6660596285612,57.9851571106197,NA,57.0264644362046,NA,49.0826844539165,NA,41.5389180900568,"C","D",NA,NA,"D","D","D",NA,"D",NA,"A","A","C",NA,"B","B",NA,"A","B",NA,NA,"D","C","D",NA,NA,"B","B",NA,"B","D",NA,NA,"A","A",NA,NA,"D","B","B","D","C","A",NA,"B","C","C","B",NA,"A",NA,NA,NA,"B",NA,"C","D","B",NA,NA,"A","B","C","C",NA,"D",NA,NA,"B","D","A",NA,"B",NA,"D","B","B",NA,"C","C","D","D","A","B",NA,NA,"A",NA,"B","B",NA,"A","B",NA,NA,NA,NA,NA,NA,"A"
43.1314714810647,41.5029565396642,74.544003526128,72.8910633778024,NA,NA,NA,NA,47.8669285676693,38.6576559649208,47.2250194688084,59.0209470602399,56.6225429693464,38.6337381222233,65.9848754832474,57.6110248709489,59.7341265873364,54.5580519894587,45.8999934146419,58.5955077511128,53.7199494542291,45.0731389891664,NA,61.0720278514624,58.9764642964748,53.6750123089776,69.4533707765883,NA,NA,46.2482116221709,45.7242817798187,51.2343006723777,55.0879220740011,42.3761672652,NA,38.2876280023859,NA,41.3212536823995,43.9960075123622,45.6434631768839,NA,48.3776533467039,NA,43.5140029898684,59.3487572566629,55.2326714186673,NA,44.2738081045067,NA,50.3371243897734,57.534362608957,60.7150255930873,63.2846038079335,63.9488115554949,40.3051775389494,47.3903289160047,36.2168466186527,17.5024885173822,NA,46.4877716716386,63.9614036410486,NA,47.9571480333574,60.3018952702862,61.7193207243707,56.8151838401477,56.5085697619744,NA,59.1746443158569,32.7469697169179,43.2086769521266,48.1960028058897,43.1659060999973,46.6903869085358,44.746897380073,48.1154785506927,38.841360325539,67.8030900479632,47.0631440967695,63.0400029889413,33.8438919125835,68.3156013108552,43.9801888706361,NA,65.8729036221645,64.7187991518849,NA,23.618427681914,55.1478735291148,53.358147619278,NA,44.232129323751,45.9069679258409,42.0377813704385,NA,NA,52.5672305703375,51.1342807933548,60.8699478351765,54.8850631125088,"C","D","D","B","B","D","C","B","A","A",NA,NA,NA,"B",NA,NA,"A","B","A","B","C","D","B","A",NA,"D","A","A","B",NA,NA,"B","B","D","B","D","B","C","B",NA,"B","C",NA,NA,"D","D","A","B","D","C","D",NA,NA,"A","B","A","B","D",NA,NA,NA,"B","D",NA,"C","D",NA,NA,NA,"A",NA,NA,NA,"B","C","D","A","D","C","C","A",NA,"A","B",NA,"C","A",NA,"C","B","D","A","C","C","C","B",NA,"C","D","B"
45.5433802990004,39.7587120939509,33.5065452040841,19.6221785235813,36.7704888724478,66.875894829457,NA,68.6461561608793,53.1322877199433,55.7312649401154,NA,NA,54.4138319835364,NA,34.8467585593503,49.9249721629028,31.2529085037216,NA,51.5691106131705,41.634561376587,NA,NA,43.2046351105677,52.4074327518396,NA,33.9126156531373,59.883626994998,NA,47.3804792772835,40.3020941424915,40.1464974846242,40.6676081509423,NA,55.8579975182958,58.893567851826,40.3067584707238,55.4164091212584,28.7375143121357,67.6084335866098,53.1857717637163,NA,NA,NA,39.5563752691024,NA,53.5749807545188,29.9392169032996,43.68494561352,NA,62.6106595229873,52.0497366567843,37.0902334266561,37.4789406956053,57.6717450499771,56.7048649415597,55.8779506419916,33.159291179531,NA,NA,58.4633547571125,51.0850278465439,38.3814749174381,45.0857141902412,61.0109495742482,50.0980504292191,53.3872900364246,61.2831252174852,NA,NA,15.3250985946949,NA,60.532763543993,NA,42.0785102961227,45.2247560768062,47.5045409756296,33.0782616552935,74.6498118464281,NA,NA,56.2113954497491,49.8294791091192,40.6403274418689,NA,NA,NA,57.7131511643812,NA,27.7608583346855,NA,55.0948248185303,NA,NA,40.2045004967719,NA,NA,50.0213500109661,NA,NA,NA,"C",NA,NA,"D","B","B",NA,"C","D","D",NA,"A","A","B","B",NA,NA,NA,"A","D","C","C","A","A","A","C","A","A","A","B","D","B",NA,"A","C",NA,"D","A","B","D","D","B",NA,"B",NA,"D","B","A","A","C","C",NA,"B",NA,NA,"B","B","D","C",NA,NA,"D","C","D","A","A","A","A","D",NA,"D",NA,NA,NA,NA,NA,"B","A",NA,"A","A",NA,"D","B","C","B","B","D","A","B",NA,"A","D",NA,"B",NA,NA,NA,"A","C"
